condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
5_con_circum,0.25,5,0,0,0,16,,,113.49306487501599,5_con_circum_image_70.png,117.43425340839894,117.69112703819701,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,0,1,1,14,,,,3_con_circum_image_33.png,117.79850015456032,118.04792262120463,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,0,2,2,4,,,,5_con_singledot_image_54.png,118.15603532157547,118.40722466319858,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,0,3,3,7,,,,2_con_totaldot_image_23.png,118.51343277956767,118.76522762120294,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,0,4,4,12,,,,1_con_circum_image_65.png,118.87324573857768,119.12385762120539,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,0,5,5,2,,,,3_con_singledot_image_51.png,119.2300485715823,119.48148537120142,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,0,6,6,8,,,,3_con_totaldot_image_55.png,119.5891955295665,119.84149016319134,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,0,7,7,3,,,,4_con_singledot_image_20.png,119.94863057158364,120.19850874620897,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,0,8,8,11,,,,6_con_totaldot_image_6.png,120.30602111357439,120.55796791320608,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,0,9,9,5,,,,6_con_singledot_image_40.png,120.66421661358618,120.91531816321367,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,0,10,10,10,,,,5_con_totaldot_image_27.png,121.02348711357627,121.27441532920056,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,0,11,11,13,,,,2_con_circum_image_64.png,121.38217727957817,121.63199549620913,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,0,12,12,15,,,,4_con_circum_image_46.png,121.73921598856396,121.99054028819955,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,0,13,13,1,,,,2_con_singledot_image_3.png,122.09681086357159,122.3481828711956,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,0,14,14,0,,,,1_con_singledot_image_33.png,122.45592094656604,122.7077750791941,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,0,15,15,6,,,,1_con_totaldot_image_19.png,122.81415619656036,123.06470107920177,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,0,16,16,17,,,,6_con_circum_image_34.png,123.17258394656528,123.42413624619076,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,0,17,17,9,,,,4_con_totaldot_image_47.png,123.53050377957697,123.78148087121372,4.wav,123.8825866249972,14.mp4,123.8825866249972,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,1,0,18,2,,,,3_con_singledot_image_42.png,125.7246280113759,125.97414320420648,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,1,1,19,15,,,,4_con_circum_image_30.png,126.08058540457569,126.33155095421534,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,1,2,20,7,,,,2_con_totaldot_image_64.png,126.43996565458656,126.69078353820078,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,1,3,21,12,,,,1_con_circum_image_38.png,126.79709219657525,127.04867353821464,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,1,4,22,6,,,,1_con_totaldot_image_7.png,127.15699423856859,127.40795695419365,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,1,5,23,11,,,,6_con_totaldot_image_61.png,127.51421723856765,127.76506857918866,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,1,6,24,5,,,,6_con_singledot_image_42.png,127.87276098858274,128.12472270418948,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,1,7,25,14,,,,3_con_circum_image_14.png,128.23098673856293,128.491547954196,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,1,8,26,17,,,,6_con_circum_image_57.png,128.60729715456546,128.89559732920316,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,1,9,27,10,,,,5_con_totaldot_image_16.png,129.006484196565,129.260337246189,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,1,10,28,8,,,,3_con_totaldot_image_13.png,129.36665427956905,129.62456228821247,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,1,11,29,4,,,,5_con_singledot_image_65.png,129.73087415458576,129.98202374619723,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,1,12,30,9,,,,4_con_totaldot_image_69.png,130.08933736356266,130.34112245419237,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,1,13,31,3,,,,4_con_singledot_image_48.png,130.44741073857585,130.69905387119798,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,1,14,32,0,,,,1_con_singledot_image_53.png,130.80607540458732,131.05801162119315,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,1,15,33,16,,,,5_con_circum_image_26.png,131.16424269658455,131.4144060792023,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,1,16,34,1,,,,2_con_singledot_image_36.png,131.5235416135838,131.77467132919992,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,1,17,35,13,,,,2_con_circum_image_63.png,131.88108619656123,132.13234374621243,1.wav,132.2327950420149,4.mp4,132.2327950420149,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,2,0,36,7,,,,2_con_totaldot_image_5.png,134.0898161783698,134.34144724618818,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,2,1,37,10,,,,5_con_totaldot_image_21.png,134.4478116135724,134.69833757918968,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,2,2,38,6,,,,1_con_totaldot_image_28.png,134.80637627957913,135.05738095419656,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,2,3,39,15,,,,4_con_circum_image_47.png,135.16365594656963,135.4157552461984,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,2,4,40,9,,,,4_con_totaldot_image_51.png,135.52284040457744,135.77494882918836,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,2,5,41,0,,,,1_con_singledot_image_60.png,135.8812329465727,136.13216370421287,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,2,6,42,14,,,,3_con_circum_image_10.png,136.2400490295695,136.49095312120335,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,2,7,43,2,,,,3_con_singledot_image_46.png,136.59766344657692,136.84822191319836,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,2,8,44,11,,,,6_con_totaldot_image_53.png,136.95709607157914,137.2076502462005,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,2,9,45,16,,,,5_con_circum_image_35.png,137.3138873635762,137.5653216632054,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,2,10,46,3,,,,4_con_singledot_image_49.png,137.6734251545713,137.9241571212042,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,2,11,47,8,,,,3_con_totaldot_image_12.png,138.03037598858646,138.28180499620794,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,2,12,48,12,,,,1_con_circum_image_59.png,138.38994911358168,138.64149337120762,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,2,13,49,1,,,,2_con_singledot_image_5.png,138.74768511358707,138.99846037120733,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,2,14,50,5,,,,6_con_singledot_image_66.png,139.10719748858537,139.3583437042107,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,2,15,51,17,,,,6_con_circum_image_8.png,139.464654321564,139.71519024619192,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,2,16,52,13,,,,2_con_circum_image_59.png,139.82305582157278,140.07430437121366,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,2,17,53,4,,,,5_con_singledot_image_41.png,140.18071519657678,140.43179570419306,2.wav,140.53377425001236,2.mp4,140.53377425001236,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,3,0,54,0,,,,1_con_singledot_image_12.png,142.36090522035374,142.61568666320818,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,3,1,55,8,,,,3_con_totaldot_image_25.png,142.7231874465797,142.97504732919333,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,3,2,56,9,,,,4_con_totaldot_image_29.png,143.0813230295753,143.33306091320992,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,3,3,57,14,,,,3_con_circum_image_55.png,143.439757738568,143.69124707921583,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,3,4,58,2,,,,3_con_singledot_image_45.png,143.79753907157283,144.04929291321605,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,3,5,59,5,,,,6_con_singledot_image_69.png,144.1563510295673,144.40846991319268,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,3,6,60,6,,,,1_con_totaldot_image_64.png,144.51489490458334,144.7654376631981,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,3,7,61,1,,,,2_con_singledot_image_34.png,144.8730721965694,145.12456437120272,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,3,8,62,17,,,,6_con_circum_image_40.png,145.23083582158142,145.48185520419793,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,3,9,63,7,,,,2_con_totaldot_image_55.png,145.59055994656228,145.8410540381883,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,3,10,64,11,,,,6_con_totaldot_image_12.png,145.94735098858655,146.19846874619543,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,3,11,65,13,,,,2_con_circum_image_25.png,146.30733598857478,146.5576910381933,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,3,12,66,15,,,,4_con_circum_image_42.png,146.66413123857637,146.91622395419108,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,3,13,67,16,,,,5_con_circum_image_48.png,147.02329707155877,147.27460920419253,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,3,14,68,4,,,,5_con_singledot_image_63.png,147.38144227956946,147.633473538197,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,3,15,69,12,,,,1_con_circum_image_50.png,147.7408202795632,147.99584120420332,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,3,16,70,3,,,,4_con_singledot_image_62.png,148.10402240457188,148.35784028821217,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,3,17,71,10,,,,5_con_totaldot_image_36.png,148.46436790456937,148.71546607920027,5.wav,148.81642958399607,1.mp4,148.81642958399607,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,4,0,72,13,,,,2_con_circum_image_32.png,150.65107197038014,150.90789357920585,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,4,1,73,7,,,,2_con_totaldot_image_21.png,151.0141919465823,151.29999724619847,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,4,2,74,11,,,,6_con_totaldot_image_11.png,151.4115871545655,151.66673766319582,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,4,3,75,9,,,,4_con_totaldot_image_4.png,151.77352852957847,152.0245977461891,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,4,4,76,12,,,,1_con_circum_image_53.png,152.13118294657033,152.38222716319433,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,4,5,77,4,,,,5_con_singledot_image_50.png,152.48999090456346,152.74156416319602,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,4,6,78,5,,,,6_con_singledot_image_28.png,152.84784665457846,153.09906253819645,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,4,7,79,15,,,,4_con_circum_image_37.png,153.20661027957976,153.45884303819912,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,4,8,80,2,,,,3_con_singledot_image_59.png,153.56505552957242,153.81726553819317,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,4,9,81,10,,,,5_con_totaldot_image_29.png,153.92430957157922,154.17458849620016,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,4,10,82,6,,,,1_con_totaldot_image_15.png,154.2811316545849,154.5324264131923,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,4,11,83,17,,,,6_con_circum_image_9.png,154.64022936356196,154.89146924619854,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,4,12,84,14,,,,3_con_circum_image_17.png,154.9979241135734,155.2488131212158,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,4,13,85,8,,,,3_con_totaldot_image_57.png,155.3569436135731,155.60812957921007,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,4,14,86,16,,,,5_con_circum_image_14.png,155.7144204465585,155.96641478819947,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,4,15,87,1,,,,2_con_singledot_image_40.png,156.07334619657195,156.32464078821067,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,4,16,88,0,,,,1_con_singledot_image_47.png,156.43086848857638,156.68316812119156,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,4,17,89,3,,,,4_con_singledot_image_13.png,156.79096611357818,157.0420104132063,5.wav,157.1414405000105,4.mp4,157.1414405000105,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,5,0,90,10,,,,5_con_totaldot_image_65.png,158.98050897035864,159.2323419542081,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,5,1,91,14,,,,3_con_circum_image_19.png,159.34080990457733,159.5917931212025,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,5,2,92,17,,,,6_con_circum_image_60.png,159.69810340456024,159.94963416318933,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,5,3,93,1,,,,2_con_singledot_image_37.png,160.05678427957173,160.30843216319045,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,5,4,94,15,,,,4_con_circum_image_61.png,160.41466832156584,160.66633832918887,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,5,5,95,7,,,,2_con_totaldot_image_43.png,160.77356886355847,161.02486316319846,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,5,6,96,3,,,,4_con_singledot_image_46.png,161.13108802957868,161.38221895419701,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,5,7,97,5,,,,6_con_singledot_image_14.png,161.49125886357797,161.7428376632015,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,5,8,98,13,,,,2_con_circum_image_16.png,161.84908644658572,162.09951045420894,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,5,9,99,16,,,,5_con_circum_image_25.png,162.206853613563,162.4588964542054,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,5,10,100,9,,,,4_con_totaldot_image_25.png,162.56530123857374,162.81567703820474,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,5,11,101,8,,,,3_con_totaldot_image_21.png,162.92361136358522,163.17525374620163,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,5,12,102,0,,,,1_con_singledot_image_59.png,163.28178690456843,163.53394312119053,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,5,13,103,2,,,,3_con_singledot_image_67.png,163.64040957156976,163.89147603818856,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,5,14,104,6,,,,1_con_totaldot_image_30.png,163.99768777958525,164.24970616320206,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,5,15,105,11,,,,6_con_totaldot_image_29.png,164.35692515458504,164.60886112118897,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,5,16,106,12,,,,1_con_circum_image_2.png,164.71510548856168,164.96589137120463,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,5,17,107,4,,,,5_con_singledot_image_1.png,165.07379794657754,165.32486316321592,4.wav,165.4243657499901,2.mp4,165.4243657499901,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,6,0,108,7,,,,2_con_totaldot_image_61.png,167.25455259537557,167.50832262121548,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,6,1,109,17,,,,6_con_circum_image_28.png,167.61471123858064,167.86565757919743,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,6,2,110,9,,,,4_con_totaldot_image_50.png,167.97448990457633,168.22525649621093,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,6,3,111,3,,,,4_con_singledot_image_66.png,168.33245148857532,168.58314657919982,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,6,4,112,4,,,,5_con_singledot_image_49.png,168.6903848215734,168.9416494132165,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,6,5,113,0,,,,1_con_singledot_image_19.png,169.04798657157517,169.29906612120976,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,6,6,114,10,,,,5_con_totaldot_image_70.png,169.40727590456663,169.65833437121182,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,6,7,115,6,,,,1_con_totaldot_image_18.png,169.76453677956306,170.01691962119367,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,6,8,116,1,,,,2_con_singledot_image_53.png,170.12505690458056,170.3756802042044,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,6,9,117,12,,,,1_con_circum_image_56.png,170.48189615456795,170.7326195791975,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,6,10,118,13,,,,2_con_circum_image_52.png,170.84103194657655,171.09237028819916,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,6,11,119,16,,,,5_con_circum_image_24.png,171.198570988563,171.44927132919838,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,6,12,120,14,,,,3_con_circum_image_60.png,171.55863015456998,171.80862574621278,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,6,13,121,5,,,,6_con_singledot_image_3.png,171.91490286357293,172.1662759962055,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,6,14,122,11,,,,6_con_totaldot_image_40.png,172.27385690457595,172.52496207920194,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,6,15,123,2,,,,3_con_singledot_image_32.png,172.6313112795615,172.88267124620324,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,6,16,124,15,,,,4_con_circum_image_59.png,172.99060594658658,173.24221337119525,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,6,17,125,8,,,,3_con_totaldot_image_43.png,173.3483782385738,173.60083749621117,3.wav,173.7014209170011,4.mp4,173.7014209170011,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,7,0,126,3,,,,4_con_singledot_image_9.png,175.5307374703698,175.7821449132025,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,7,1,127,14,,,,3_con_circum_image_12.png,175.89130498857412,176.14205978820974,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,7,2,128,10,,,,5_con_totaldot_image_51.png,176.2484913215594,176.50001807919762,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,7,3,129,12,,,,1_con_circum_image_30.png,176.60723298856465,176.85855337120302,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,7,4,130,11,,,,6_con_totaldot_image_33.png,176.9647926135658,177.21599691318988,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,7,5,131,8,,,,3_con_totaldot_image_45.png,177.3240215715632,177.576299913213,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,7,6,132,17,,,,6_con_circum_image_54.png,177.68286144656304,177.93281287119316,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,7,7,133,4,,,,5_con_singledot_image_21.png,178.04060448856035,178.29182287120784,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,7,8,134,16,,,,5_con_circum_image_18.png,178.39805752957182,178.650029704193,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,7,9,135,0,,,,1_con_singledot_image_62.png,178.75748465456127,179.00925603818905,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,7,10,136,13,,,,2_con_circum_image_57.png,179.11556882156583,179.3668081631913,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,7,11,137,15,,,,4_con_circum_image_20.png,179.473894654584,179.72514728819078,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,7,12,138,1,,,,2_con_singledot_image_50.png,179.83140636356256,180.08348645419755,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,7,13,139,5,,,,6_con_singledot_image_23.png,180.19099261357042,180.4432791631989,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,7,14,140,2,,,,3_con_singledot_image_52.png,180.54960561355983,180.79947674619325,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
